编号,姓名,属性,弱点,数据,imgs
852,拳拳蛸,格鬥,飛行超能力妖精,身高0.6 m分類纏人寶可夢體重4.0 kg性別/特性柔軟特性柔軟因為身體柔軟，不會陷入麻痺狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/0c3a8d20e16d21fadd1a0e9d3b23e6b4aaaec0b6.png
853,八爪武师,格鬥,飛行超能力妖精,身高1.6 m分類柔術寶可夢體重39.0 kg性別/特性柔軟特性柔軟因為身體柔軟，不會陷入麻痺狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/e7dd50b77501ca2f4a5e15b4ce3449c01a3971db.png
854,来悲茶,幽靈,幽靈惡,身高0.1 m分類紅茶寶可夢體重0.2 kg性別特性碎裂鎧甲特性碎裂鎧甲因物理招式受到傷害時，防禦會降低，速度會大幅提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/f922931c0aa29fd68c1b40ca8bbe7ff83bba7c13.png
854,来悲茶,幽靈,幽靈惡,身高0.1 m分類紅茶寶可夢體重0.2 kg性別特性碎裂鎧甲特性碎裂鎧甲因物理招式受到傷害時，防禦會降低，速度會大幅提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/ab54020c31081698983c08d1962f58bb3975116b.png
855,怖思壶,幽靈,幽靈惡,身高0.2 m分類紅茶寶可夢體重0.4 kg性別特性碎裂鎧甲特性碎裂鎧甲因物理招式受到傷害時，防禦會降低，速度會大幅提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/c30af54344886af9bf4d4c68e2110759011fc4b5.png
855,怖思壶,幽靈,幽靈惡,身高0.2 m分類紅茶寶可夢體重0.4 kg性別特性碎裂鎧甲特性碎裂鎧甲因物理招式受到傷害時，防禦會降低，速度會大幅提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/bae2c2262977ec6075f157015a6c929a1212223b.png
856,迷布莉姆,超能力,蟲幽靈惡,身高0.4 m分類寧靜寶可夢體重3.4 kg性別特性治癒之心危險預知特性治癒之心有時會治癒同伴的異常狀態。特性危險預知察覺對手持有的危險招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/e28459db253e10f805a80bfcdfa14d324a142110.png
857,提布莉姆,超能力,蟲幽靈惡,身高0.6 m分類肅靜寶可夢體重4.8 kg性別特性治癒之心危險預知特性治癒之心有時會治癒同伴的異常狀態。特性危險預知察覺對手持有的危險招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/408ff2d3ac361c914916c6218472fcfb574e43db.png
858,布莉姆温,超能力妖精,毒幽靈鋼,身高2.1 m分類寂靜寶可夢體重5.1 kg性別特性治癒之心危險預知特性治癒之心有時會治癒同伴的異常狀態。特性危險預知察覺對手持有的危險招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/e270693f04a25ecf6fd9de399bfc3d1e6a43af86.png
858,布莉姆温,超能力妖精,毒幽靈鋼,身高26.0 m〜分類-體重???.? kg性別特性治癒之心危險預知特性治癒之心有時會治癒同伴的異常狀態。特性危險預知察覺對手持有的危險招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/5a33d4978e43d87aa1c5f02c66bae69f01217718.png
859,捣蛋小妖,惡妖精,毒鋼妖精,身高0.4 m分類捉弄寶可夢體重5.5 kg性別特性惡作劇之心察覺特性惡作劇之心可以搶先使出變化類招式。特性察覺出場時，可以察覺對手的持有物。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/caef4a511a5e9ac4707cbfd2cf4483f88d95f747.png
860,诈唬魔,惡妖精,毒鋼妖精,身高0.8 m分類壞心眼寶可夢體重12.5 kg性別特性惡作劇之心察覺特性惡作劇之心可以搶先使出變化類招式。特性察覺出場時，可以察覺對手的持有物。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/27fbb7512631588e8d680c5f8a7569059eb3f7a7.png
861,长毛巨魔,惡妖精,毒鋼妖精,身高1.5 m分類健美寶可夢體重61.0 kg性別特性惡作劇之心察覺特性惡作劇之心可以搶先使出變化類招式。特性察覺出場時，可以察覺對手的持有物。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/8279a9876d26f23c9491a6219ada140f6016c1a6.png
861,长毛巨魔,惡妖精,毒鋼妖精,身高32.0 m〜分類-體重???.? kg性別特性惡作劇之心察覺特性惡作劇之心可以搶先使出變化類招式。特性察覺出場時，可以察覺對手的持有物。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/702d39776bb29acbe2b5cb50d39d590afa8b9048.png
862,堵拦熊,惡一般,格鬥蟲妖精,身高1.6 m分類停止寶可夢體重46.0 kg性別/特性捨身毅力特性捨身會讓自己因反作用力而受傷的招式威力會提高。特性毅力陷入異常狀態時，會拿出毅力，攻擊會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/e8f6e2d427e5e57a4037649aafc1ef2dc9d687d4.png
863,喵头目,鋼,火格鬥地面,身高0.8 m分類維京寶可夢體重28.0 kg性別/特性戰鬥盔甲硬爪特性戰鬥盔甲被堅硬的甲殼守護著，不會被對手的攻擊擊中要害。特性硬爪接觸到對手的招式威力會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/136e4f959be1d1452ae49f9f39d5eb5c687c64d1.png
864,魔灵珊瑚,幽靈,幽靈惡,身高1.0 m分類珊瑚寶可夢體重0.4 kg性別/特性碎裂鎧甲特性碎裂鎧甲因物理招式受到傷害時，防禦會降低，速度會大幅提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/b40704dded1bf77d418a28d0ab2e9c8bed354bc3.png
865,葱游兵,格鬥,飛行超能力妖精,身高0.8 m分類黃嘴鴨寶可夢體重117.0 kg性別/特性不屈之心特性不屈之心每次畏縮時，不屈之心就會燃起，速度也會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/70a91d7bed9893ec5e1bff2f44c52178a41f74e0.png
866,踏冰人偶,冰超能力,火蟲岩石幽靈惡鋼,身高1.5 m分類喜劇演員寶可夢體重58.2 kg性別/特性蹣跚除障特性蹣跚陷入混亂狀態時，閃避率會提高。特性除障出場時，敵方和我方的光牆、反射壁和極光幕的效果會消失。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/b69694fef4ad58d17bbda53e3e65ce9f86e0e58a.png
867,死神板,地面幽靈,水草冰幽靈惡,身高1.6 m分類怨念寶可夢體重66.6 kg性別/特性遊魂特性遊魂與使用接觸類招式攻擊自己的寶可夢互換特性。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/9db27bce33ab6fe29980cd87f036ccea86df6d80.png
868,小仙奶,妖精,毒鋼,身高0.2 m分類鮮奶油寶可夢體重0.3 kg性別特性甜幕特性甜幕自己和我方的寶可夢不會陷入睡眠狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/0da68c40afe2c3b24395d10376d270823a3945ae.png
869,霜奶仙,妖精,毒鋼,身高0.3 m分類鮮奶油寶可夢體重0.5 kg性別特性甜幕特性甜幕自己和我方的寶可夢不會陷入睡眠狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/163c4755d05b84456e75c3f7ff14a5d80559a96d.png
869,霜奶仙,妖精,毒鋼,身高30.0 m〜分類-體重???.? kg性別特性甜幕特性甜幕自己和我方的寶可夢不會陷入睡眠狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/8708c18964fa2bf675990c90863e5d40164e22a3.png
870,列阵兵,格鬥,飛行超能力妖精,身高3.0 m分類陣形寶可夢體重62.0 kg性別特性戰鬥盔甲特性戰鬥盔甲被堅硬的甲殼守護著，不會被對手的攻擊擊中要害。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/685b5f37cb2613b65fbb9b2cf377600762d17f62.png
871,啪嚓海胆,電,地面,身高0.3 m分類海膽寶可夢體重1.0 kg性別/特性避雷針特性避雷針將電屬性的招式吸引到自己身上，不但不會受到傷害，反而會提高特攻。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/b08bff60618d2e8fa53bb0ffa8782268e43b4f3b.png
872,雪吞虫,冰蟲,火飛行岩石鋼,身高0.3 m分類蟲寶寶寶可夢體重3.8 kg性別/特性鱗粉特性鱗粉被鱗粉守護著，不會受到招式的追加效果影響。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/02f7f5bcb17cb72e8b5b9009b1489f750834707f.png
873,雪绒蛾,冰蟲,火飛行岩石鋼,身高1.3 m分類冰蛾寶可夢體重42.0 kg性別/特性鱗粉特性鱗粉被鱗粉守護著，不會受到招式的追加效果影響。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/f85fe24ef598322c0828b6765339f1c82be31853.png
874,巨石丁,岩石,水草格鬥地面鋼,身高2.5 m分類巨石寶可夢體重520.0 kg性別/特性能量點特性能量點只要站在旁邊，招式的威力就會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/1086bb30451998c2911e948c5be7148b57c38d15.png
875,冰砌鹅,冰,火格鬥岩石鋼,身高1.4 m分類企鵝寶可夢體重89.0 kg性別/特性結凍頭特性結凍頭頭部的冰會代替自己承受物理攻擊，但是樣子會改變。下雪時，冰會回復原狀。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/9da95ef348ed8cc01b2a5b3cddc783596aeaf7de.png
875,冰砌鹅,冰,火格鬥岩石鋼,身高1.4 m分類企鵝寶可夢體重89.0 kg性別/特性結凍頭特性結凍頭頭部的冰會代替自己承受物理攻擊，但是樣子會改變。下雪時，冰會回復原狀。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/fa60df93a26b4e78657a3fdc5ed33fb63aab8679.png
876,爱管侍,超能力一般,蟲惡,身高0.9 m分類感情寶可夢體重28.0 kg性別特性精神力同步特性精神力靠著經過鍛鍊的精神，不會因對手的攻擊而畏縮。面對威嚇也不會動搖。特性同步將自己的中毒、麻痺或灼傷狀態傳染給對手。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/805ff937b190880bd048a146b14992237214b4ef.png
876,爱管侍,超能力一般,蟲惡,身高0.9 m分類感情寶可夢體重28.0 kg性別特性我行我素同步特性我行我素因為我行我素，不會陷入混亂狀態。面對威嚇也不會動搖。特性同步將自己的中毒、麻痺或灼傷狀態傳染給對手。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/2e74c8196a245252eca610fdc6b866c0311013c4.png
877,莫鲁贝可,電惡,格鬥地面蟲,身高0.3 m分類雙面寶可夢體重3.0 kg性別/特性飽了又餓特性飽了又餓在每個回合結束時，會在滿腹花紋和空腹花紋之間交替改變樣子。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/d65369136ebd11732f8a25c968940ad9bdaaaea2.png
877,莫鲁贝可,電惡,格鬥地面蟲,身高0.3 m分類雙面寶可夢體重3.0 kg性別/特性飽了又餓特性飽了又餓在每個回合結束時，會在滿腹花紋和空腹花紋之間交替改變樣子。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/8f8c7cd05663b1906ca5609e6fa80fa0e36b8ced.png
878,铜象,鋼,火格鬥地面,身高1.2 m分類像銅寶可夢體重100.0 kg性別/特性強行特性強行招式會失去追加效果，但可以用更高的威力使出招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/7ffac39bed5b93f241e81dc5743614b95a5d8179.png
879,大王铜象,鋼,火格鬥地面,身高3.0 m分類像銅寶可夢體重650.0 kg性別/特性強行特性強行招式會失去追加效果，但可以用更高的威力使出招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/f6129f3cfa82e8d7b681d938903d50f5dfd175ec.png
879,大王铜象,鋼,火格鬥地面,身高23.0 m〜分類-體重???.? kg性別/特性強行特性強行招式會失去追加效果，但可以用更高的威力使出招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/c126e19e40094e02f86eb78ab012295727e17e82.png
880,雷鸟龙,電龍,冰地面龍妖精,身高1.8 m分類化石寶可夢體重190.0 kg性別特性蓄電活力特性蓄電受到電屬性的招式攻擊時，不會受到傷害，而是會回復。特性活力自己的攻擊雖會變高，但命中率會降低。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/7e7fa305313bef31873759715db05af3de469d49.png
881,雷鸟海兽,電冰,火格鬥地面岩石,身高2.3 m分類化石寶可夢體重150.0 kg性別特性蓄電靜電特性蓄電受到電屬性的招式攻擊時，不會受到傷害，而是會回復。特性靜電身上帶有靜電，有時會令接觸到的對手麻痺。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/09fd7e1cb013974cb8d992a8e5b9cee84c21c85f.png
882,鳃鱼龙,水龍,龍妖精,身高2.3 m分類化石寶可夢體重215.0 kg性別特性儲水強壯之顎特性儲水受到水屬性的招式攻擊時，不會受到傷害，而是會回復。特性強壯之顎顎部強壯，會提高啃咬類招式的威力。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/a9a6aa931b7d14263c3119287c1313523463326b.png
883,鳃鱼海兽,水冰,草電格鬥岩石,身高2.0 m分類化石寶可夢體重175.0 kg性別特性儲水冰凍之軀特性儲水受到水屬性的招式攻擊時，不會受到傷害，而是會回復。特性冰凍之軀天氣為下雪時，會漸漸回復ＨＰ。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/2bc3199842b64ba4923b84241ac9c8d5a09dc31c.png
884,铝钢龙,鋼龍,格鬥地面,身高1.8 m分類合金寶可夢體重40.0 kg性別/特性輕金屬重金屬特性輕金屬自己的重量會減半。特性重金屬自己的重量會變為２倍。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/9a5fb4293e3a799c651929e75d0ec8d2df4f3dca.png
884,铝钢龙,鋼龍,格鬥地面,身高43.0 m〜分類-體重???.? kg性別/特性輕金屬重金屬特性輕金屬自己的重量會減半。特性重金屬自己的重量會變為２倍。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/ca1558c9405d64901b189f29727d20446fd68e29.png
885,多龙梅西亚,龍幽靈,冰幽靈龍惡妖精,身高0.5 m分類哀怨寶可夢體重2.0 kg性別/特性恆淨之軀穿透特性恆淨之軀不會因對手的招式或特性而被降低能力。特性穿透可穿透對手的屏障或替身進行攻擊。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/772f49f099aecc8980511f6c1eacb3d2447ae7c6.png
886,多龙奇,龍幽靈,冰幽靈龍惡妖精,身高1.4 m分類保姆寶可夢體重11.0 kg性別/特性恆淨之軀穿透特性恆淨之軀不會因對手的招式或特性而被降低能力。特性穿透可穿透對手的屏障或替身進行攻擊。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/9ca4ac0da92f55dfe19e937be087ce394c658395.png
887,多龙巴鲁托,龍幽靈,冰幽靈龍惡妖精,身高3.0 m分類隱形寶可夢體重50.0 kg性別/特性恆淨之軀穿透特性恆淨之軀不會因對手的招式或特性而被降低能力。特性穿透可穿透對手的屏障或替身進行攻擊。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/721ba56bc5288de03b8b1fc4142797fe04dcd62a.png
888,苍响,妖精,毒鋼,身高2.8 m分類強者寶可夢體重110.0 kg性別特性不撓之劍特性不撓之劍在戰鬥中首次出場時，攻擊會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/3355ad49c0f36bacaef1ee5cc324ee2f6017c45b.png
888,苍响,妖精鋼,火地面,身高2.8 m分類強者寶可夢體重355.0 kg性別特性不撓之劍特性不撓之劍在戰鬥中首次出場時，攻擊會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/27d413570e5a7411845df4dd7241b0cbe96eb5ea.png
889,藏玛然特,格鬥,飛行超能力妖精,身高2.9 m分類強者寶可夢體重210.0 kg性別特性不屈之盾特性不屈之盾在戰鬥中首次出場時，防禦會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/1c3912b24104fef5d164c31ee60b498b74514ba8.png
889,藏玛然特,格鬥鋼,火格鬥地面,身高2.9 m分類強者寶可夢體重785.0 kg性別特性不屈之盾特性不屈之盾在戰鬥中首次出場時，防禦會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/68c3f2456f3b13102b06ec7e9415eb808da92d71.png
890,无极汰那,毒龍,冰地面超能力龍,身高20.0 m分類超極巨寶可夢體重950.0 kg性別特性壓迫感特性壓迫感給予對手壓迫感，大量減少其使用招式的ＰＰ。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/ad283c0980a1c4a6bf7abfe48b393360e315be46.png
891,熊徒弟,格鬥,飛行超能力妖精,身高0.6 m分類拳法寶可夢體重12.0 kg性別/特性精神力特性精神力靠著經過鍛鍊的精神，不會因對手的攻擊而畏縮。面對威嚇也不會動搖。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/26993e0a278bd6bcab4b4fdf2dfa8a2de51484e8.png
892,武道熊师,格鬥惡,格鬥飛行妖精,身高1.9 m分類拳法寶可夢體重105.0 kg性別/特性無形拳特性無形拳只要是接觸到對手的招式，就可以無視對手的防守效果進行攻擊。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/c75966bd3806220bfe0388277c854081353e8804.png
892,武道熊师,格鬥水,草電飛行超能力妖精,身高1.9 m分類拳法寶可夢體重105.0 kg性別/特性無形拳特性無形拳只要是接觸到對手的招式，就可以無視對手的防守效果進行攻擊。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/fcc00cac46c121c93b2865e97987b5ca72498397.png
892,武道熊师,格鬥惡,格鬥飛行妖精,身高26.0 m〜分類-體重???.? kg性別/特性無形拳特性無形拳只要是接觸到對手的招式，就可以無視對手的防守效果進行攻擊。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/b593d8118718d6ebddfbba8656c6e00ab223d90f.png
892,武道熊师,格鬥水,草電飛行超能力妖精,身高29.0 m〜分類-體重???.? kg性別/特性無形拳特性無形拳只要是接觸到對手的招式，就可以無視對手的防守效果進行攻擊。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/0e3ff737766d00b4f88d296a7426824f8df0a57f.png
893,萨戮德,惡草,火冰格鬥毒飛行蟲妖精,身高1.8 m分類惡猿寶可夢體重70.0 kg性別特性葉子防守特性葉子防守天氣為晴朗時，不會陷入異常狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/9abe35a74e07e57e8217ba441cfd26a6a4ab83ab.png
894,雷吉艾勒奇,電,地面,身高1.2 m分類電子寶可夢體重145.0 kg性別特性電晶體特性電晶體電屬性的招式威力會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/4ab9e53209b109c52ccaee6a2efb6eabad97676d.png
895,雷吉铎拉戈,龍,冰龍妖精,身高2.1 m分類烈馬寶可夢體重200.0 kg性別特性龍顎特性龍顎龍屬性的招式威力會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/2ea3949197ec9f9743b66fc8cb576de069565720.png
896,雪暴马,冰,火格鬥岩石鋼,身高2.2 m分類烈馬寶可夢體重800.0 kg性別特性蒼白嘶鳴特性蒼白嘶鳴打倒對手時會用冰冷的聲音嘶鳴並提高攻擊。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/20ffeabefa4b8d806c4cd8973a00300dbdb01dd8.png
897,灵幽马,幽靈,幽靈惡,身高2.0 m分類駿馬寶可夢體重44.5 kg性別特性漆黑嘶鳴特性漆黑嘶鳴打倒對手時會用恐怖的聲音嘶鳴並提高特攻。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/d9d77bc197553a7ed869956030d7ab651a154084.png
898,蕾冠王,超能力草,火冰毒飛行蟲幽靈惡,身高1.1 m分類國王寶可夢體重7.7 kg性別特性緊張感特性緊張感讓對手感到緊張，無法吃樹果。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/fd8de6e5122d1adac15cb140ebcf159eb87fb65d.png
898,蕾冠王,超能力冰,火蟲岩石幽靈惡鋼,身高2.4 m分類帝皇寶可夢體重809.1 kg性別特性人馬一體特性人馬一體兼具蕾冠王的緊張感和雪暴馬的蒼白嘶鳴這２種特性。/兼具蕾冠王的緊張感和靈幽馬的漆黑嘶鳴這２種特性。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/a9c15a27c1412182aa5297c7c938d1361419386e.png
898,蕾冠王,超能力幽靈,幽靈惡,身高2.4 m分類帝皇寶可夢體重53.6 kg性別特性人馬一體特性人馬一體兼具蕾冠王的緊張感和雪暴馬的蒼白嘶鳴這２種特性。/兼具蕾冠王的緊張感和靈幽馬的漆黑嘶鳴這２種特性。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/ddd815af75705110af1a6b364fc64251d3e9956b.png
899,诡角鹿,一般超能力,蟲惡,身高1.8 m分類大角寶可夢體重95.1 kg性別/特性威嚇察覺特性威嚇出場時威嚇對手，使其退縮，從而降低對手的攻擊。特性察覺出場時，可以察覺對手的持有物。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/52dcbb20bb7282c73af655f8b7ad31510d2efe13.png
900,劈斧螳螂,蟲岩石,水岩石鋼,身高1.8 m分類斧鉞寶可夢體重89.0 kg性別/特性蟲之預感強行特性蟲之預感ＨＰ減少的時候，蟲屬性的招式威力會提高。特性強行招式會失去追加效果，但可以用更高的威力使出招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/15f47a5d0acb307ac834b6646c44877bbabdd524.png
901,月月熊,地面一般,水草冰格鬥,身高2.4 m分類泥炭寶可夢體重290.0 kg性別/特性毅力防彈特性毅力陷入異常狀態時，會拿出毅力，攻擊會提高。特性防彈可防住對手的球和彈類的招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/eddf16bd8b2bac5f30f5a93bb1f1b25cfabb1e08.png
902,幽尾玄鱼,水幽靈,草電幽靈惡,身高3.0 m分類大魚寶可夢體重110.0 kg性別特性悠游自如適應力特性悠游自如天氣為下雨時，速度會提高。特性適應力與自身同屬性的招式威力會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/658829cb6dc26528b731f83fab7b3f241f6e96fa.png
902,幽尾玄鱼,水幽靈,草電幽靈惡,身高3.0 m分類大魚寶可夢體重110.0 kg性別特性悠游自如適應力特性悠游自如天氣為下雨時，速度會提高。特性適應力與自身同屬性的招式威力會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/5871a0e4b0e6220da2929e959f4590c03393fe09.png
903,大狃拉,格鬥毒,地面飛行超能力,身高1.3 m分類攀崖寶可夢體重43.0 kg性別/特性壓迫感輕裝特性壓迫感給予對手壓迫感，大量減少其使用招式的ＰＰ。特性輕裝失去所持有的道具時，速度會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/1b8a26a4a56f0f053a684d851212a9afdbd0b165.png
904,万针鱼,惡毒,地面,身高2.5 m分類劍山寶可夢體重60.5 kg性別/特性毒刺悠游自如特性毒刺有時會讓接觸到自己的對手陷入中毒狀態。特性悠游自如天氣為下雨時，速度會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/853b532b9b2a706da4202cf430fda184930cce0d.png
905,眷恋云,妖精飛行,電冰毒岩石鋼,身高1.6 m分類愛憎寶可夢體重48.0 kg性別特性迷人之軀特性迷人之軀有時會讓接觸到自己的對手陷入著迷狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/49e8703517112e087eb4eec59640e42e6db17a85.png
905,眷恋云,妖精飛行,電冰毒岩石鋼,身高1.6 m分類愛憎寶可夢體重48.0 kg性別特性防塵特性防塵不會受到沙暴的傷害。也不會受到粉末或孢子的影響。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/88bd2e8d7db2c5212c0ebcb7ca0d08f85baa0d71.png
906,新叶喵,草,火冰毒飛行蟲,身高0.4 m分類草貓寶可夢體重4.1 kg性別/特性茂盛特性茂盛ＨＰ減少的時候，草屬性的招式威力會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/ab84ec2c5c157fe6c42442df93cb1215c3cfc54d.png
907,蒂蕾喵,草,火冰毒飛行蟲,身高0.9 m分類草貓寶可夢體重12.2 kg性別/特性茂盛特性茂盛ＨＰ減少的時候，草屬性的招式威力會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/33fb2f37eb3b83e9aa1bae78e5d762c19517d72a.png
908,魔幻假面喵,草惡,火冰格鬥毒飛行蟲妖精,身高1.5 m分類魔術師寶可夢體重31.2 kg性別/特性茂盛特性茂盛ＨＰ減少的時候，草屬性的招式威力會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/7ec8bac5e4b4c903ae179e3fc4217e19f617edfe.png
909,呆火鳄,火,水地面岩石,身高0.4 m分類火鱷寶可夢體重9.8 kg性別/特性猛火特性猛火ＨＰ減少的時候，火屬性的招式威力會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/29abfe687405041fc401a6960a89bce946580987.png
910,炙烫鳄,火,水地面岩石,身高1.0 m分類火鱷寶可夢體重30.7 kg性別/特性猛火特性猛火ＨＰ減少的時候，火屬性的招式威力會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/9a9efb5fe12573c4fa137bd50fd068b1933a3f34.png
911,骨纹巨声鳄,火幽靈,水地面岩石幽靈惡,身高1.6 m分類歌手寶可夢體重326.5 kg性別/特性猛火特性猛火ＨＰ減少的時候，火屬性的招式威力會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/5431436748270d3361995b1c59f280b42c4ce3ac.png
912,润水鸭,水,草電,身高0.5 m分類小鴨寶可夢體重6.1 kg性別/特性激流特性激流ＨＰ減少的時候，水屬性的招式威力會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/b3175095c9c4d55fade31a98f07340c7ca063536.png
913,涌跃鸭,水,草電,身高1.2 m分類習藝寶可夢體重21.5 kg性別/特性激流特性激流ＨＰ減少的時候，水屬性的招式威力會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/dc53be94c2fed43efd89aa83b2c3edaf1a1ecdd1.png
914,狂欢浪舞鸭,水格鬥,草電飛行超能力妖精,身高1.8 m分類舞者寶可夢體重61.9 kg性別/特性激流特性激流ＨＰ減少的時候，水屬性的招式威力會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/0e6fc3d2671b53b10ba6b9422e3c65c031e351f5.png
915,爱吃豚,一般,格鬥,身高0.5 m分類豬寶可夢體重10.2 kg性別/特性芳香幕貪吃鬼特性芳香幕可防住向自己和同伴發出的心靈攻擊。特性貪吃鬼原本ＨＰ變得很少時才會吃的樹果，在ＨＰ還有一半時就會把它吃掉。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/96a38b3a31b1386d233e0911e8c58d0302fc3a9b.png
916,飘香豚,一般,格鬥,身高1.0 m分類豬寶可夢體重120.0 kg性別特性甩不掉的氣味貪吃鬼特性甩不掉的氣味被對手接觸到時，甩不掉的氣味會沾染給對手。特性貪吃鬼原本ＨＰ變得很少時才會吃的樹果，在ＨＰ還有一半時就會把它吃掉。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/c7910256d0fd3c4019c67568ff224868a6065d33.png
916,飘香豚,一般,格鬥,身高1.0 m分類豬寶可夢體重120.0 kg性別特性芳香幕貪吃鬼特性芳香幕可防住向自己和同伴發出的心靈攻擊。特性貪吃鬼原本ＨＰ變得很少時才會吃的樹果，在ＨＰ還有一半時就會把它吃掉。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/3ffe92cf1c158d8fa352494d871b8fb07306808a.png
917,团珠蛛,蟲,火飛行岩石,身高0.3 m分類線球寶可夢體重4.0 kg性別/特性不眠特性不眠因為擁有不會睡覺的體質，所以不會陷入睡眠狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/e987c2a30953f91ada76495b5c6e94576260345b.png
